portale,percentuale,data
Comune di Bitonto,56.40018554923449,2023-12-13 16:28:32.119135
Comune di Crispiano,56.06509855742792,2023-12-13 16:28:32.706276
Comune di Massafra,57.65105183495416,2023-12-13 16:28:33.133509
Comune di Bitonto,56.40018554923449,2023-12-13 16:28:41.212303
Comune di Crispiano,56.06509855742792,2023-12-13 16:28:41.844151
Comune di Massafra,57.65105183495416,2023-12-13 16:28:42.250258
Comune di Bitonto,56.40018554923449,2023-12-13 16:28:46.033961
Comune di Crispiano,56.06509855742792,2023-12-13 16:28:46.640812
Comune di Massafra,57.65105183495416,2023-12-13 16:28:47.054605
Comune di Bitonto,58.85236752963599,2023-12-13 16:32:31.590994
Comune di Crispiano,56.06509855742792,2023-12-13 16:32:32.373880
Comune di Massafra,57.65105183495416,2023-12-13 16:32:32.880064
Comune di Bitonto,58.85236752963599,2023-12-13 16:36:21.833560
Comune di Crispiano,56.06509855742792,2023-12-13 16:36:22.433950
Comune di Massafra,55.9029539348461,2023-12-13 16:36:22.835597
Comune di Bitonto,58.85236752963599,2023-12-13 16:36:58.692103
Comune di Crispiano,56.06509855742792,2023-12-13 16:36:59.292789
Comune di Massafra,55.9029539348461,2023-12-13 16:36:59.705077
Comune di Bitonto,56.40018554923449,2023-12-13 16:37:35.424158
Comune di Crispiano,56.06509855742792,2023-12-13 16:37:36.027343
Comune di Massafra,55.9029539348461,2023-12-13 16:37:36.445736
Comune di Bitonto,56.40018554923449,2023-12-13 16:39:15.464515
Comune di Crispiano,56.06509855742792,2023-12-13 16:39:16.096762
Comune di Massafra,55.9029539348461,2023-12-13 16:39:16.556866
Comune di Bitonto,56.40018554923449,2023-12-13 16:40:17.271554
Comune di Crispiano,56.06509855742792,2023-12-13 16:40:17.851227
Comune di Massafra,55.9029539348461,2023-12-13 16:40:18.246555
Comune di Bitonto,56.40018554923449,2023-12-13 16:41:26.258993
Comune di Crispiano,56.06509855742792,2023-12-13 16:41:26.869116
Comune di Massafra,55.9029539348461,2023-12-13 16:41:27.279046
Comune di Bitonto,56.40018554923449,2023-12-13 16:42:12.648353
Comune di Crispiano,56.06509855742792,2023-12-13 16:42:13.241889
Comune di Massafra,55.9029539348461,2023-12-13 16:42:13.636073
Comune di Bitonto,57.74284897516042,2023-12-13 16:46:10.819448
Comune di Crispiano,56.06509855742792,2023-12-13 16:46:11.441113
Comune di Massafra,55.9029539348461,2023-12-13 16:46:11.839040
Comune di Bitonto,58.85236752963599,2023-12-13 16:50:26.782611
Comune di Crispiano,56.06509855742792,2023-12-13 16:50:27.450304
Comune di Massafra,55.9029539348461,2023-12-13 16:50:27.903038
Comune di Bitonto,58.85236752963599,2023-12-13 16:54:35.007705
Comune di Crispiano,56.06509855742792,2023-12-13 16:54:35.637491
Comune di Massafra,57.65105183495416,2023-12-13 16:54:36.059835
Comune di Bitonto,58.85236752963599,2023-12-13 16:57:45.687948
Comune di Crispiano,57.239177224230524,2023-12-13 16:57:46.280618
Comune di Massafra,57.65105183495416,2023-12-13 16:57:46.719442
Comune di Bitonto,58.85236752963599,2023-12-13 16:58:45.212254
Comune di Crispiano,57.239177224230524,2023-12-13 16:58:45.821333
Comune di Massafra,57.65105183495416,2023-12-13 16:58:46.241972
Comune di Bitonto,58.85236752963599,2023-12-13 17:00:16.660541
Comune di Crispiano,57.239177224230524,2023-12-13 17:00:17.229459
Comune di Massafra,57.65105183495416,2023-12-13 17:00:17.617290
Comune di Bitonto,58.85236752963599,2023-12-13 17:00:50.174511
Comune di Crispiano,57.239177224230524,2023-12-13 17:00:50.766475
Comune di Massafra,57.65105183495416,2023-12-13 17:00:51.156969
Comune di Bitonto,58.85236752963599,2023-12-13 17:04:56.298249
Comune di Crispiano,57.239177224230524,2023-12-13 17:04:57.049982
Comune di Massafra,57.65105183495416,2023-12-13 17:04:57.488425
Comune di Bitonto,58.85236752963599,2023-12-13 17:09:01.493067
Comune di Crispiano,57.239177224230524,2023-12-13 17:09:02.276485
Comune di Massafra,57.65105183495416,2023-12-13 17:09:02.846129
Comune di Bitonto,58.85236752963599,2023-12-19 16:38:17.291876
Comune di Crispiano,57.247675671340474,2023-12-19 16:38:17.996992
Comune di Massafra,57.65105183495416,2023-12-19 16:38:18.481913
Comune di Bitonto,58.85236752963599,2023-12-19 16:38:24.889161
Comune di Crispiano,57.247675671340474,2023-12-19 16:38:26.095233
Comune di Massafra,57.65105183495416,2023-12-19 16:38:27.143557
Comune di Bitonto,58.85236752963599,2023-12-19 16:40:10.005454
Comune di Crispiano,57.247675671340474,2023-12-19 16:40:10.769538
Comune di Massafra,57.65105183495416,2023-12-19 16:40:11.257593
Comune di Bitonto,58.85236752963599,2023-12-19 16:40:34.603404
Comune di Crispiano,57.247675671340474,2023-12-19 16:40:35.233032
Comune di Massafra,57.65105183495416,2023-12-19 16:40:35.658406
Comune di Bitonto,58.85236752963599,2024-01-09 10:14:07.121122
Comune di Crispiano,57.247675671340474,2024-01-09 10:14:07.749063
Comune di Massafra,57.65105183495416,2024-01-09 10:14:08.146430
Comune di Bitonto,58.85236752963599,2024-01-09 10:14:12.737246
Comune di Crispiano,57.247675671340474,2024-01-09 10:14:13.485659
Comune di Massafra,57.65105183495416,2024-01-09 10:14:14.000182
Comune di Bitonto,57.74284897516042,2024-01-09 10:15:06.498148
Comune di Crispiano,57.247675671340474,2024-01-09 10:15:07.216686
Comune di Massafra,57.65105183495416,2024-01-09 10:15:07.745017
Comune di Bitonto,57.74284897516042,2024-01-09 10:15:11.762130
Comune di Crispiano,57.247675671340474,2024-01-09 10:15:12.438702
Comune di Massafra,57.65105183495416,2024-01-09 10:15:12.897358
Comune di Bitonto,57.82819655627392,2024-01-09 10:16:27.723014
Comune di Crispiano,57.247675671340474,2024-01-09 10:16:28.538756
Comune di Massafra,57.65105183495416,2024-01-09 10:16:29.012023
Comune di Bitonto,57.82819655627392,2024-01-09 10:16:47.318788
Comune di Crispiano,57.247675671340474,2024-01-09 10:16:48.318128
Comune di Massafra,57.65105183495416,2024-01-09 10:16:48.813097
Comune di Bitonto,57.82819655627392,2024-01-09 10:23:39.151152
Comune di Crispiano,56.360935815853544,2024-01-09 10:23:40.034241
Comune di Massafra,57.65105183495416,2024-01-09 10:23:40.460598
Comune di Bitonto,57.82819655627392,2024-01-09 10:25:02.447866
Comune di Crispiano,56.360935815853544,2024-01-09 10:25:03.360666
Comune di Massafra,57.65105183495416,2024-01-09 10:25:03.800929
Comune di Bitonto,57.82819655627392,2024-01-09 10:25:08.452677
Comune di Crispiano,56.360935815853544,2024-01-09 10:25:09.374268
Comune di Massafra,57.65105183495416,2024-01-09 10:25:09.840682
Comune di Bitonto,57.82819655627392,2024-01-09 10:41:25.840419
Comune di Crispiano,56.27108674177948,2024-01-09 10:41:27.104597
Comune di Massafra,57.65105183495416,2024-01-09 10:41:27.562928
Comune di Bitonto,57.82819655627392,2024-01-09 10:41:34.581604
Comune di Crispiano,56.27108674177948,2024-01-09 10:41:35.501476
Comune di Massafra,57.65105183495416,2024-01-09 10:41:35.955307
Comune di Bitonto,57.82819655627392,2024-01-09 10:41:57.294422
Comune di Crispiano,56.27108674177948,2024-01-09 10:41:58.215206
Comune di Massafra,57.65105183495416,2024-01-09 10:41:58.642596
Comune di Bitonto,57.82819655627392,2024-01-09 10:42:10.391037
Comune di Crispiano,56.27108674177948,2024-01-09 10:42:11.404918
Comune di Massafra,57.65105183495416,2024-01-09 10:42:11.853151
Comune di Bitonto,57.82819655627392,2024-01-09 10:42:30.469214
Comune di Crispiano,56.27108674177948,2024-01-09 10:42:31.422750
Comune di Massafra,57.65105183495416,2024-01-09 10:42:31.917084
Comune di Bitonto,57.82819655627392,2024-01-09 10:42:44.989631
Comune di Crispiano,56.27108674177948,2024-01-09 10:42:45.849279
Comune di Massafra,57.65105183495416,2024-01-09 10:42:46.312273
Comune di Bitonto,57.82819655627392,2024-01-09 10:58:41.293455
Comune di Crispiano,56.27108674177948,2024-01-09 10:58:42.288733
Comune di Massafra,57.65105183495416,2024-01-09 10:58:42.795726
Comune di Bitonto,57.82819655627392,2024-01-09 10:59:17.354761
Comune di Crispiano,54.527756802893755,2024-01-09 10:59:18.296232
Comune di Massafra,57.65105183495416,2024-01-09 10:59:18.813380
Comune di Bitonto,57.82819655627392,2024-01-09 10:59:23.315882
Comune di Crispiano,54.527756802893755,2024-01-09 10:59:24.215877
Comune di Massafra,57.65105183495416,2024-01-09 10:59:24.664197
Comune di Bitonto,57.82819655627392,2024-01-09 11:01:39.988679
Comune di Crispiano,54.527756802893755,2024-01-09 11:01:41.307757
Comune di Massafra,57.65105183495416,2024-01-09 11:01:41.922707
Comune di Bitonto,57.82819655627392,2024-01-09 11:02:25.073351
Comune di Crispiano,54.527756802893755,2024-01-09 11:02:26.047400
Comune di Massafra,57.65105183495416,2024-01-09 11:02:26.572538
Comune di Bitonto,57.82819655627392,2024-01-09 11:02:32.126554
Comune di Crispiano,54.527756802893755,2024-01-09 11:02:33.078032
Comune di Massafra,57.65105183495416,2024-01-09 11:02:33.551168
Comune di Bitonto,57.82819655627392,2024-01-09 11:02:45.057987
Comune di Crispiano,54.527756802893755,2024-01-09 11:02:46.100279
Comune di Massafra,57.65105183495416,2024-01-09 11:02:46.537926
Comune di Bitonto,57.82819655627392,2024-01-09 11:02:57.537909
Comune di Crispiano,54.527756802893755,2024-01-09 11:02:58.581899
Comune di Massafra,57.65105183495416,2024-01-09 11:02:59.063277
Comune di Bitonto,57.82819655627392,2024-01-09 11:03:08.498417
Comune di Crispiano,54.527756802893755,2024-01-09 11:03:09.370523
Comune di Massafra,57.65105183495416,2024-01-09 11:03:09.866622
Comune di Bitonto,57.82819655627392,2024-01-09 11:03:31.348270
Comune di Crispiano,54.527756802893755,2024-01-09 11:03:32.259336
Comune di Massafra,57.65105183495416,2024-01-09 11:03:32.722391
Comune di Bitonto,57.82819655627392,2024-01-09 11:03:37.041252
Comune di Crispiano,54.527756802893755,2024-01-09 11:03:37.907652
Comune di Massafra,57.65105183495416,2024-01-09 11:03:38.369909
Comune di Bitonto,57.82819655627392,2024-01-13 11:06:33.335039
Comune di Crispiano,54.527756802893755,2024-01-13 11:06:34.114484
Comune di Massafra,57.65105183495416,2024-01-13 11:06:34.538588
Comune di Bitonto,57.82819655627392,2024-01-13 11:06:40.261246
Comune di Crispiano,54.527756802893755,2024-01-13 11:06:41.378132
Comune di Massafra,57.65105183495416,2024-01-13 11:06:42.033580
Comune di Bitonto,57.82819655627392,2024-01-13 11:07:50.722041
Comune di Crispiano,55.47651309919004,2024-01-13 11:07:51.617964
Comune di Massafra,57.65105183495416,2024-01-13 11:07:52.233770
Comune di Bitonto,57.82819655627392,2024-01-13 11:07:58.300098
Comune di Crispiano,55.47651309919004,2024-01-13 11:07:59.335749
Comune di Massafra,57.65105183495416,2024-01-13 11:07:59.860328
Comune di Bitonto,57.82819655627392,2024-01-13 11:08:50.915324
Comune di Crispiano,54.527756802893755,2024-01-13 11:08:51.865801
Comune di Massafra,57.65105183495416,2024-01-13 11:08:52.357920
Comune di Bitonto,57.82819655627392,2024-01-13 11:08:58.682785
Comune di Crispiano,54.527756802893755,2024-01-13 11:08:59.740583
Comune di Massafra,57.65105183495416,2024-01-13 11:09:00.244327
Comune di Bitonto,57.82819655627392,2024-01-13 11:14:19.891109
Comune di Crispiano,55.47651309919004,2024-01-13 11:14:20.740300
Comune di Massafra,57.65105183495416,2024-01-13 11:14:21.156605
Comune di Bitonto,57.82819655627392,2024-01-13 11:14:25.186998
Comune di Crispiano,55.47651309919004,2024-01-13 11:14:26.102085
Comune di Massafra,57.65105183495416,2024-01-13 11:14:26.581549
Comune di Bitonto,57.82819655627392,2024-01-13 11:15:40.162784
Comune di Crispiano,54.527756802893755,2024-01-13 11:15:41.086681
Comune di Massafra,57.65105183495416,2024-01-13 11:15:41.574841
Comune di Bitonto,57.82819655627392,2024-01-13 11:15:47.695490
Comune di Crispiano,54.527756802893755,2024-01-13 11:15:49.110120
Comune di Massafra,57.65105183495416,2024-01-13 11:15:49.765483
Comune di Bitonto,57.82819655627392,2024-01-13 11:17:02.340609
Comune di Crispiano,54.527756802893755,2024-01-13 11:17:03.230311
Comune di Massafra,57.65105183495416,2024-01-13 11:17:03.648870
Comune di Bitonto,57.82819655627392,2024-01-13 11:17:08.057289
Comune di Crispiano,54.527756802893755,2024-01-13 11:17:10.762924
Comune di Massafra,57.65105183495416,2024-01-13 11:17:11.744133
Comune di Bitonto,57.82819655627392,2024-01-13 11:19:46.133098
Comune di Crispiano,56.27108674177948,2024-01-13 11:19:47.386971
Comune di Massafra,57.65105183495416,2024-01-13 11:19:47.865013
Comune di Bitonto,57.82819655627392,2024-01-13 11:22:39.735423
Comune di Crispiano,56.27108674177948,2024-01-13 11:22:40.654498
Comune di Massafra,57.65105183495416,2024-01-13 11:22:41.170944
Comune di Bitonto,57.82819655627392,2024-01-13 11:25:29.616273
Comune di Crispiano,56.27108674177948,2024-01-13 11:25:30.941066
Comune di Massafra,57.65105183495416,2024-01-13 11:25:31.472026
Comune di Bitonto,57.82819655627392,2024-01-13 11:42:30.216055
Comune di Crispiano,56.27108674177948,2024-01-13 11:42:31.039036
Comune di Massafra,57.65105183495416,2024-01-13 11:42:31.465050
Comune di Bitonto,57.82819655627392,2024-01-13 11:42:35.480388
Comune di Crispiano,56.27108674177948,2024-01-13 11:42:36.326180
Comune di Massafra,57.65105183495416,2024-01-13 11:42:36.777356
Comune di Bitonto,57.82819655627392,2024-01-13 11:43:04.907172
Comune di Crispiano,56.27108674177948,2024-01-13 11:43:06.074171
Comune di Massafra,57.65105183495416,2024-01-13 11:43:06.658579
Comune di Bitonto,57.82819655627392,2024-01-13 11:44:21.452615
Comune di Crispiano,56.27108674177948,2024-01-13 11:44:22.251099
Comune di Massafra,57.65105183495416,2024-01-13 11:44:22.646908
Comune di Bitonto,57.82819655627392,2024-01-13 11:44:28.342885
Comune di Crispiano,56.27108674177948,2024-01-13 11:44:29.284905
Comune di Massafra,57.65105183495416,2024-01-13 11:44:29.741115
Comune di Bitonto,57.82819655627392,2024-01-13 11:44:53.746758
Comune di Crispiano,56.27108674177948,2024-01-13 11:44:54.675796
Comune di Massafra,57.65105183495416,2024-01-13 11:44:55.122245
Comune di Bitonto,57.82819655627392,2024-01-13 11:45:07.111233
Comune di Crispiano,56.27108674177948,2024-01-13 11:45:08.622280
Comune di Massafra,57.65105183495416,2024-01-13 11:45:09.092449
Comune di Bitonto,57.82819655627392,2024-01-13 11:46:01.645910
Comune di Crispiano,56.27108674177948,2024-01-13 11:46:02.535169
Comune di Massafra,57.65105183495416,2024-01-13 11:46:02.992964
Comune di Bitonto,57.82819655627392,2024-01-13 11:46:13.157805
Comune di Crispiano,56.27108674177948,2024-01-13 11:46:14.070674
Comune di Massafra,57.65105183495416,2024-01-13 11:46:14.459040
